 TITLE = "Post Processing Tecplot"
 VARIABLES = "X", "Y", "u", "v","Velocity Magnitude", "P", "Vorticity"
 ZONE T="BIG ZONE", I=          19 , J=          19 , DATAPACKING=POINT
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       2.18245108E-03   0.00000000    
   2.94117648E-02   0.00000000       0.00000000       0.00000000       0.00000000       2.18245108E-03   0.00000000    
   8.82352963E-02   0.00000000       0.00000000       0.00000000       0.00000000       7.23546313E-04   0.00000000    
  0.147058830       0.00000000       0.00000000       0.00000000       0.00000000       2.73593992E-04   0.00000000    
  0.205882356       0.00000000       0.00000000       0.00000000       0.00000000      -4.41400742E-04   0.00000000    
  0.264705896       0.00000000       0.00000000       0.00000000       0.00000000      -2.58978456E-04   0.00000000    
  0.323529422       0.00000000       0.00000000       0.00000000       0.00000000       6.69540081E-04   0.00000000    
  0.382352948       0.00000000       0.00000000       0.00000000       0.00000000       1.86295947E-03   0.00000000    
  0.441176474       0.00000000       0.00000000       0.00000000       0.00000000       4.56191506E-03   0.00000000    
  0.500000000       0.00000000       0.00000000       0.00000000       0.00000000       6.88049104E-03   0.00000000    
  0.558823526       0.00000000       0.00000000       0.00000000       0.00000000       1.09225241E-02   0.00000000    
  0.617647052       0.00000000       0.00000000       0.00000000       0.00000000       1.35878734E-02   0.00000000    
  0.676470578       0.00000000       0.00000000       0.00000000       0.00000000       1.74230821E-02   0.00000000    
  0.735294104       0.00000000       0.00000000       0.00000000       0.00000000       1.84874982E-02   0.00000000    
  0.794117630       0.00000000       0.00000000       0.00000000       0.00000000       1.99703351E-02   0.00000000    
  0.852941155       0.00000000       0.00000000       0.00000000       0.00000000       1.81343090E-02   0.00000000    
  0.911764681       0.00000000       0.00000000       0.00000000       0.00000000       1.72656756E-02   0.00000000    
  0.970588207       0.00000000       0.00000000       0.00000000       0.00000000       1.52362045E-02   0.00000000    
   1.00000000       0.00000000       0.00000000       0.00000000       0.00000000       1.52362045E-02   0.00000000    
   0.00000000       2.94117648E-02   0.00000000       0.00000000       0.00000000       2.18245108E-03   0.00000000    
   2.94117648E-02   2.94117648E-02   5.91331976E-04  -6.30899391E-04   8.64700822E-04   2.18201778E-03  -5.27808385E-04
   8.82352963E-02   2.94117648E-02  -3.02717002E-04  -6.46652916E-05   3.09546740E-04   7.23197067E-04   4.72682789E-02
  0.147058830       2.94117648E-02  -3.16284108E-03   3.05435795E-04   3.17755481E-03   2.73675047E-04  0.119922400    
  0.205882356       2.94117648E-02  -6.82888739E-03   5.82813460E-04   6.85371272E-03  -4.41455835E-04  0.206920356    
