  CODE BEGUN..........................

  Simulation Parameters are nx, ny, dx, dy, w, errormax,tmax, dt, Re 
         515         515   1.94174761E-03   1.94174761E-03   1.79999995       9.99999997E-07   50.0000000       1.00000005E-03   1000.00000    

 Initialising the domain ..........................

 Initiating Calculations ..........................

 time,  Error_x-AD,  Error_y-AD,  Error_PPE
  0.352999002       8.60542059E-07   2.38418579E-07   9.99309123E-07
  0.353998989       8.64267349E-07   2.08616257E-07   9.99309123E-07
  0.354998976       8.60542059E-07   2.08616257E-07   9.99309123E-07
  0.355998963       8.60542059E-07   1.78813934E-07   9.99309123E-07
  0.356998950       8.64267349E-07   2.38418579E-07   9.99309123E-07
  0.357998937       8.60542059E-07   2.68220901E-07   9.98377800E-07
  0.358998924       8.64267349E-07   2.38418579E-07   9.98377800E-07
  0.359998912       8.60542059E-07   2.38418579E-07   9.96515155E-07
  0.360998899       8.60542059E-07   2.38418579E-07   9.98377800E-07
  0.361998886       8.64267349E-07   2.08616257E-07   9.98377800E-07
  0.362998873       8.67992640E-07   1.78813934E-07   9.96515155E-07
  0.363998860       8.64267349E-07   1.78813934E-07   9.98377800E-07
  0.364998847       8.56816769E-07   1.49011612E-07   9.98377800E-07
  0.365998834       8.67992640E-07   2.38418579E-07   9.99317308E-07
  0.366998821       8.64267349E-07   2.38418579E-07   9.96515155E-07
  0.367998809       8.60542059E-07   2.38418579E-07   9.98377800E-07
  0.368998796       8.60542059E-07   2.38418579E-07   9.99983968E-07
  0.369998783       8.67992640E-07   2.38418579E-07   9.89064574E-07
  0.370998770       8.60542059E-07   2.38418579E-07   9.98377800E-07
  0.371998757       8.56816769E-07   2.68220901E-07   9.99887561E-07
  0.372998744       8.60542059E-07   1.78813934E-07   9.99566282E-07
  0.373998731       8.56816769E-07   1.78813934E-07   9.99074473E-07
  0.374998719       8.60542059E-07   2.38418579E-07   9.99309123E-07
  0.375998706       8.60542059E-07   1.78813934E-07   9.98377800E-07
  0.376998693       8.64267349E-07   2.98023224E-07   9.99774784E-07
